,Principal component 0,Principal component 1,Principal component 2,Principal component 3,Principal component 4,Principal component 5,Principal component 6,Principal component 7,Principal component 8,Principal component 9,Principal component 10,Principal component 11,Principal component 12,Principal component 13,Principal component 14,Principal component 15,Principal component 16,Principal component 17,Principal component 18,Principal component 19,Principal component 20,Principal component 21,Principal component 22,Principal component 23,Principal component 24,Principal component 25,Spectral Centroid Overall Standard Deviation,Spectral Rolloff Point Overall Standard Deviation,Spectral Flux Overall Standard Deviation,Compactness Overall Standard Deviation,Spectral Variability Overall Standard Deviation,Root Mean Square Overall Standard Deviation,Fraction Of Low Energy Windows Overall Standard Deviation,Zero Crossings Overall Standard Deviation,MFCC Overall Standard Deviation 1,MFCC Overall Standard Deviation 2,MFCC Overall Standard Deviation 3,MFCC Overall Standard Deviation 4,MFCC Overall Standard Deviation 5,MFCC Overall Standard Deviation 6,MFCC Overall Standard Deviation 7,MFCC Overall Standard Deviation 8,MFCC Overall Standard Deviation 9,MFCC Overall Standard Deviation 10,MFCC Overall Standard Deviation 11,MFCC Overall Standard Deviation 12,MFCC Overall Standard Deviation 13,LPC Overall Standard Deviation 1,LPC Overall Standard Deviation 2,LPC Overall Standard Deviation 3,LPC Overall Standard Deviation 4,LPC Overall Standard Deviation 5,LPC Overall Standard Deviation 6,LPC Overall Standard Deviation 7,LPC Overall Standard Deviation 8,LPC Overall Standard Deviation 9,LPC Overall Standard Deviation 10,Method of Moments Overall Standard Deviation 1,Method of Moments Overall Standard Deviation 2,Method of Moments Overall Standard Deviation 3,Method of Moments Overall Standard Deviation 4,Method of Moments Overall Standard Deviation 5,Spectral Centroid Overall Average,Spectral Rolloff Point Overall Average,Spectral Flux Overall Average,Compactness Overall Average,Spectral Variability Overall Average,Root Mean Square Overall Average,Fraction Of Low Energy Windows Overall Average,Zero Crossings Overall Average,MFCC Overall Average 1,MFCC Overall Average 2,MFCC Overall Average 3,MFCC Overall Average 4,MFCC Overall Average 5,MFCC Overall Average 6,MFCC Overall Average 7,MFCC Overall Average 8,MFCC Overall Average 9,MFCC Overall Average 10,MFCC Overall Average 11,MFCC Overall Average 12,MFCC Overall Average 13,LPC Overall Average 1,LPC Overall Average 2,LPC Overall Average 3,LPC Overall Average 4,LPC Overall Average 5,LPC Overall Average 6,LPC Overall Average 7,LPC Overall Average 8,LPC Overall Average 9,LPC Overall Average 10,Method of Moments Overall Average 1,Method of Moments Overall Average 2,Method of Moments Overall Average 3,Method of Moments Overall Average 4,Method of Moments Overall Average 5,Chroma feature 0,Chroma feature 1,Chroma feature 2,Chroma feature 3,Chroma feature 4,Chroma feature 5,Chroma feature 6,Chroma feature 7,Chroma feature 8,Chroma feature 9,Chroma feature 10,Chroma feature 11
LPC Overall Standard Deviation 4,-0.14100231525826082,-0.5280765226574549,0.27446220995056897,-0.35628460718654276,0.019895279971020776,0.0009694918674062695,-0.37875467648036903,-0.20593124445155483,-0.05484262897694344,0.06838834575092172,0.04840087946762532,-0.0491205645069096,0.03888421976980972,-0.10535847765327168,0.029189820940266547,-0.06915961704315761,-0.08049329531363654,0.18021566137639625,-0.005681883343182841,0.07930874877966672,-0.11599065647126804,0.09735171055059429,-0.1543286075591839,-0.009484622243777394,-0.10328504409182342,-0.015322024526126405,0.07544884018862233,0.042970763629525406,-0.03269828231254975,0.029982371309609603,-0.025524106490398945,-0.024908484212561543,0.14975063483338896,0.07872673690076427,-0.06535850274517814,0.42247133660384445,0.31727997704806304,0.479666666184458,0.43140983371076597,0.3483416773651812,0.3304794176246952,0.33338332702476065,0.2775529615198945,0.3306088484910692,0.3332473761420793,0.3399129594936871,0.35945813243377156,-0.004402896840099201,-0.04204593721328874,0.6172383353112002,1.0,0.626262882494076,0.4650101796305255,0.36709428421881796,0.36142989583566537,0.2542910908455806,,-0.1168685480462924,0.03055970080462382,-0.0467891880717507,-0.09269497163644977,-0.06586400127920353,-0.0032994818753657867,0.006897426062518378,-0.12325379981516829,-0.001436283779445201,-0.08749511273116142,-0.11834559493410154,-0.14050026329009394,-0.09974797962461635,-0.1756404374595705,0.10838952917646408,-0.3211189283017077,-0.021884281061647155,-0.08821462772238821,-0.02678768522849197,-0.26220673989424786,0.23836263555862852,-0.060221992383538626,0.19477459326476232,-0.0520079658731121,0.0915318889259344,0.050858621569904984,-0.1347214015062156,0.44290494172118533,-0.3900213503769779,0.010897040160734487,0.12320186898592055,-0.14145737972424005,-0.16793779132984046,-0.03755768794415748,0.035970915523759084,,-0.2612643160120631,-0.29518624170208885,-0.42011426855568346,-0.48846789589576595,-0.47882059559958423,-0.31176725709280123,-0.22417170643538478,-0.18139872646274072,-0.23611293609178166,-0.18039270665470286,-0.1970916758601326,-0.20124139783671913,-0.18498358668630085,-0.25797891224315733,-0.20422872157930383,-0.32863050324328913,-0.34096711434024146
LPC Overall Standard Deviation 5,0.4071404348691751,-0.42345130012246446,0.37003040371788387,-0.2468188752863827,0.012508044907043062,0.039725534865990224,-0.34716148546047076,-0.24205010720956785,-0.04154201579804133,-0.00847396848868595,0.06558194308228585,-0.10348971502193663,-0.0584860909985739,0.14245520426655292,0.10394900601993447,-0.053531061430314414,-0.058238977855528805,0.13804554744965591,-0.10895153156261947,0.10057581906155581,-0.05922094357283188,-0.03520863307608185,-0.18595547824243128,-0.06928962132216498,-0.04903146915248897,0.06562543591218557,0.37681993087056437,0.40524057999760177,0.023925283117559967,-0.0058486444982903734,0.048731690889990575,0.05108578411147846,0.18413822771746086,0.48532437593897226,-0.09395575856765456,0.3352738701251057,0.3189223145581178,0.3871614101458112,0.47544070493222174,0.3921042949290003,0.4221007962221089,0.44462895614901304,0.46985767152198543,0.4436868661900486,0.5142711475142586,0.48499071559068235,0.434831520829847,0.17041489880243232,0.28420358109193034,0.21944920310105692,0.626262882494076,1.0,0.8453490923378005,0.7873379194462974,0.7621419290644087,0.7055738902707511,,-0.0010872243396620814,0.41391778008422875,0.33680809104010495,0.19273949019002504,0.221362408927467,0.32507230830353945,0.33488035099269553,-0.06747648791941672,0.1960185919880445,-0.059205632665037304,-0.06428802826177962,-0.08900198150090693,0.275725993740287,0.05656394499088565,-0.3230713686137882,0.13038353277312015,-0.17810908382149596,0.09730868411333828,0.07430648407670455,-0.03792432064346118,0.12836434986062592,-0.09982776322217961,0.15954484997119422,-0.03426750674376384,-0.10088206649263814,-0.045989957550130196,0.23826783352146125,-0.0055953213982018754,-0.42338469122662503,0.3364366785203859,0.2490203044435932,0.1629868667923962,-0.07552357262036158,0.1906916868171308,0.17448294671126405,,-0.08136061696016086,0.18434867007364839,0.08987519206060816,0.08454336926550078,0.06580602530987685,-0.2565094382639781,-0.21156707524126037,-0.18288104841908945,-0.27489510019496766,-0.24376182299398932,-0.2539926635573339,-0.2481424252088994,-0.25464217006101414,-0.31855937928438666,-0.24286937534128486,-0.3236312134460843,-0.25466036219934274
LPC Overall Standard Deviation 6,0.5654558493961577,-0.32610808480875136,0.3546766564672666,-0.23362168665953995,-0.0704381936813492,0.010957125649275309,-0.2945593642454148,-0.1877811113841073,-0.1763822081705242,-0.04929490566627748,0.10555818479123452,-0.05223792479632012,-0.14713789354596635,0.18610818361155812,0.07812144847615043,-0.060510266084647636,-0.00796197356348384,0.1911668152192389,-0.09915001708982067,0.09042400275002746,-0.006227082354835772,-0.06000899379342984,-0.11435027776733118,0.04811918469539735,0.03239230099516104,0.12248283993843882,0.4649722253528404,0.49503543343252754,-0.009829402623853704,-0.07810246141420056,0.005884874281867535,0.008166507665164906,0.16593157073575107,0.5870425218201675,-0.07922114073345432,0.21014474445340034,0.26832720300021473,0.31362957879963,0.4516960176385412,0.4147438186498358,0.4144183538325837,0.41956322342638874,0.4631237708469387,0.40028997974266667,0.4802633742905657,0.42960722726385436,0.3717645952415763,0.2419182759222658,0.38424614617790537,0.029692298559496066,0.4650101796305255,0.8453490923378005,1.0,0.9074906456076497,0.8834765240477549,0.8200343030894174,,0.01670101361132452,0.5104208750578769,0.443785774823517,0.2864569811968485,0.2999378707334579,0.4341914796527924,0.4445429046877575,-0.00720114185618546,0.1495589996892063,-0.057213718342890574,-0.048078202946300934,-0.03686886867011081,0.4086995683579466,0.14829714257066592,-0.48433957533698435,0.24252371685659513,-0.18508561292938305,0.139567209089474,0.0863511376615265,0.021481328052189295,-0.0014105322865138915,-0.16225627887714922,0.18202893969668604,0.11431659843231853,-0.09760709748566519,-0.04180971046995286,0.3684129345767331,-0.1773398898167523,-0.40994735515606945,0.39808811622242274,0.27281884889738645,0.20677033751344243,-0.059229854627632,0.23432370990548634,0.1098283527936727,,0.014207623017705609,0.35951288002657056,0.28195569145868743,0.2960355922254336,0.2707398759507398,-0.2869709522455166,-0.23675374564024831,-0.1808908011111951,-0.23353473507265476,-0.18232350769057987,-0.19408465284419044,-0.18398079748609802,-0.19822338821013194,-0.22215970939522864,-0.19058019326470355,-0.31679418477643384,-0.2692759099621527
LPC Overall Standard Deviation 7,0.6307350304474291,-0.2885847666766089,0.23480808705512524,-0.24150921271944362,-0.05930415569580771,0.02421187139666272,-0.260296294961585,-0.2777654849635835,-0.11742188303378262,-0.10395922680804548,0.10039009161455621,-0.013773950560164078,-0.12158457774756173,0.20383114170631528,0.10811713812855643,-0.02775015357806861,-0.018847752852662186,0.16981929728097217,-0.08877549515695245,0.10677111908865362,0.023711384789025784,-0.056679506308039806,-0.06339351598186073,0.04021416356694638,0.0426311733169687,0.1292968681359082,0.4817096573355167,0.5322333795831516,-0.05133124306474722,-0.09604974648452469,-0.03283595044422745,-0.025729702754336555,0.12195367082384628,0.6212325859956963,-0.09646028463716995,0.10936219056226214,0.16824042552057622,0.21500154260119017,0.36796622460184447,0.37401289825453804,0.3503362968651068,0.36069409843578165,0.4342060301531426,0.3886311768004859,0.43761228908613004,0.38202113254153147,0.3038424302404783,0.23274454574012046,0.3242389548846436,-0.07419229425569254,0.36709428421881796,0.7873379194462974,0.9074906456076497,1.0,0.9146594420574531,0.8638437191556811,,0.05588231226181693,0.4985797218417254,0.40079519154632,0.2045615525719929,0.22287082852759232,0.5122067921976863,0.5262808508247049,0.005222286704278632,0.22058113675761806,-0.038243821060615704,-0.019031558286914465,-0.06737754530393378,0.5026019071079253,0.24932600163724436,-0.5733170326925825,0.28022425700837994,-0.1767450706890343,0.16634486368535034,0.16570340504594133,0.10401786212011613,0.0648706374161716,-0.1569154316026422,0.09717299963188318,0.08254692629361364,-0.14458960343291363,-0.07350465475268106,0.452150251041581,-0.2666856795053811,-0.4701963625913965,0.4272916356067369,0.2714333186685505,0.24158160308610457,-0.04399277431424095,0.24795192080023218,0.1325111555426339,,0.099277139189734,0.4571325935126099,0.3700849303063563,0.3659485748915498,0.3364869403049096,-0.24188129710808598,-0.19890102359393239,-0.14429868751262723,-0.21017968303647522,-0.18492502377182482,-0.2253515513719831,-0.19505119992975914,-0.21037037436471606,-0.22620042362462567,-0.16291848472042283,-0.28360676542627017,-0.23224025868404388
LPC Overall Standard Deviation 8,0.6500732751538687,-0.3200939288004205,0.2328787631586049,-0.2290901061830504,-0.03841328933975886,-0.02418161782599706,-0.19595098175368827,-0.2811301965141777,-0.10469105200469087,-0.05525043265560016,0.09832338465044797,-0.01479434469861049,-0.11041569917726907,0.247372428366945,0.07819608066526951,0.03435671824862668,-0.08074859432743835,0.21729519388359167,-0.03366563795391983,0.09958930617586709,0.00419567074272733,-0.05742486933933046,-0.026885507649988403,0.03717105026192972,0.09137351197009747,0.045546987393871405,0.48469359638617004,0.5366698248660152,-0.04918930027895729,-0.08854431639627475,-0.012871843814915494,-0.006424962709442067,0.11649833722146356,0.620821912328676,-0.07637149613038084,0.09584572485518285,0.16434838243505684,0.20398337807341985,0.346429247184194,0.3914828568523854,0.3958485684084448,0.4120259751234296,0.49075524266322706,0.4297515349962547,0.47915318755293956,0.40405456203900575,0.3237015657709327,0.23816595477168467,0.28809331843573055,-0.09621865373842035,0.36142989583566537,0.7621419290644087,0.8834765240477549,0.9146594420574531,1.0,0.9026087455817937,,0.051451904069272796,0.48664586704642426,0.38152152101750764,0.20886598753720848,0.2190492575629569,0.5488992961832663,0.5566693890946528,0.0012210483929892607,0.2241393267770367,-0.0523782101306036,-0.031946500832426096,-0.05252743636845273,0.5334434448443243,0.23680490796064124,-0.5959765142929262,0.28016695850454065,-0.19829634597505963,0.1337945519316548,0.16071363041634923,0.10684833837585142,0.03622463096030927,-0.13100279743739424,0.03877949851242573,0.06897003297791598,-0.10807567157499895,-0.02234127241118905,0.4853925781382835,-0.2819151605149527,-0.4621350695096217,0.4107887849795248,0.3065665935770254,0.23593186046967568,-0.00442035613840195,0.32026673012084955,0.15850697112650233,,0.08616690181140645,0.4821504836709201,0.39147096490064376,0.38510753958764227,0.35840740008444605,-0.2664979477512757,-0.18216750841594467,-0.15362953152403933,-0.2342880330049328,-0.22977226086845512,-0.2662051119301883,-0.23595777445489297,-0.2630904975321447,-0.270383166703859,-0.22782725392360903,-0.353348258223849,-0.281038155335867
LPC Overall Standard Deviation 9,0.697248892555247,-0.2866615026562561,0.12667315827311046,-0.19261559314178708,0.025254000970730196,-0.008219613850642257,-0.16344766280014256,-0.23333285532336462,-0.07819568047075254,-0.06297204658624747,0.05992934885989502,-0.01981082501457236,-0.2066194764235189,0.26290896121429597,0.08417869365051742,0.0383051806962783,-0.06647509078455628,0.16971803063413327,-0.05541525714894891,0.10377313905604255,0.033849617755364145,-0.017527735171972963,-0.021839668937521012,0.10164961762439013,0.026963278800963886,0.07964426536223362,0.5077533964062838,0.5664539180639938,-0.03034118433983437,-0.10711175349572383,0.0035301942354076087,0.015517499303002103,0.07998031435526544,0.6581802381950286,-0.09805196187601824,0.0442643769534331,0.10665639135393508,0.15491893436581083,0.27205574222500234,0.3937442570817823,0.38728320963867685,0.36337270790802045,0.4744738564849884,0.44053061535955634,0.45441463325255693,0.39866756598600533,0.3023397549279179,0.24010287333500918,0.2687333694462229,-0.16772313964690153,0.2542910908455806,0.7055738902707511,0.8200343030894174,0.8638437191556811,0.9026087455817937,1.0,,0.13227355003035926,0.47812147228931523,0.3514054965641887,0.1779102150793673,0.16749508317134681,0.6113862642127439,0.6170927418980946,0.05956868773657553,0.2888951359683391,0.01440997849367705,0.04179697444037815,-0.05847507507029571,0.6068598637745485,0.31470774948394387,-0.6380932381778059,0.2644748240937661,-0.1756814318998737,0.15192317599737978,0.18081504877108148,0.17259487699598022,0.009637107799040062,-0.0753853959027461,0.038377484043655846,0.04175500472170078,-0.18807114027657795,-0.010135963152592251,0.5561243218591312,-0.3572891001808245,-0.4527894178837701,0.40451614371954514,0.23427193230567261,0.2981316064896555,0.07349031220270902,0.35603952032590813,0.14195567471302092,,0.18869095013622533,0.5540537226317787,0.46485399214277656,0.45135041449020574,0.42418438149844545,-0.24005230324257892,-0.19870855164138154,-0.16310604202671056,-0.24104810604663923,-0.2175887443173359,-0.24576039697092497,-0.2292088816591991,-0.277994935661605,-0.2536378838475852,-0.17117251981876033,-0.2675964677771813,-0.21095122912186773
LPC Overall Standard Deviation 10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Method of Moments Overall Standard Deviation 1,0.3844415464452721,0.326783356652928,-0.2572588706528658,-0.010230117420102004,0.5251938871558502,-0.17588442906352597,-0.2921250803175381,0.05536965491989895,-0.07259030945747282,0.14461585011837025,-0.029948051104437712,-0.07778353094518525,0.03497625266929198,-0.21045998162397345,0.034348887921311716,0.09129005442720066,0.034888406277943824,-0.0467291505515252,0.15519470985564485,0.08612724916060639,-0.1409783984581985,-0.07542968356764375,-0.13943040901396295,0.06709731746067868,-0.02464748567717211,-0.05953782644640371,0.2409973636051116,0.3529771008710597,0.498048067205578,0.051751825745806695,0.6452652669144032,0.7015003662202446,0.08480243524060667,0.2820410962404582,0.04247998603287424,-0.10862445365366173,-0.03173056324249679,0.05047909080257735,-0.08729321570857879,-0.2184739531100604,-0.09808904344388251,-0.12530168351244247,-0.058614507671499574,-0.06976510580399178,-0.1024608234282255,-0.1742660770518298,-0.1752997081821552,0.14510256373772315,0.12251108454604677,-0.26705506342310315,-0.1168685480462924,-0.0010872243396620814,0.01670101361132452,0.05588231226181693,0.051451904069272796,0.13227355003035926,,1.0,0.24552171480715337,0.17802833825457898,0.08649526326465233,0.05824028327396748,0.30589273330104383,0.36295042579174636,0.629251796373004,0.007924040579528245,0.5557081977999399,0.5949264536154861,-0.11659421291991924,0.3799425948496999,0.48589217291034414,-0.33132951061252486,0.21659951137787517,0.10187920374195196,0.24556102273921182,0.1298422656312931,0.16235332152456097,0.08029541864079076,0.039072807907404014,-0.06251667702595626,-0.029096348455145665,-0.12382059346862566,0.02701781234970248,0.4064256559413222,-0.45472296081151836,-0.20205791597806355,0.035236037771280926,0.09603775578522668,0.14011083389112933,0.1337104345482818,0.1462532510227553,0.08457338366440414,,0.7065944342240017,0.4176598718682842,0.41601026496456855,0.3149575464741599,0.3446316218905712,0.10787158977804272,0.15081186254381035,0.16589984776563116,0.21783757265330947,0.18072675609587452,0.05361126864084103,0.09190256795593843,0.05230514392341571,0.13049643886853207,0.11520705844073138,0.17117662490684124,0.1771965826909734
Method of Moments Overall Standard Deviation 2,0.750496623550848,0.05767243808890373,0.3490408232151728,-0.009407348507589607,-0.1501329955837001,-0.002042460778684175,-0.18427796520605513,0.05987028580928153,0.021995340502071817,0.13680988873335317,-0.19234945773143172,-0.12076654015254795,-0.07364804958979464,-0.2669256923941277,0.09270124401464593,-0.09651812401044345,-0.12976970564453114,-0.0606186583330443,-0.041665051055985156,-0.1120372293784176,-0.0020539506895547012,0.009444663224385452,0.07249733855190757,0.01546992068743611,0.007867674742643636,-0.05811882738517579,0.8354662747447563,0.8452420966325999,0.014398885623788993,0.14616503605550504,0.11996560976307294,0.14324537260465778,0.16823727552251674,0.8382341898525532,0.27396056354487575,0.3572216967866701,0.36161286301628215,0.2259965013463732,0.19722196461186645,0.24084012591597348,0.19682326583852772,0.23311125663607007,0.22901551259838676,0.1632567691949015,0.2555316291325582,0.3009561206497566,0.24008758647406023,0.7718406390554002,0.7408663896317764,-0.2341037568039489,0.03055970080462382,0.41391778008422875,0.5104208750578769,0.4985797218417254,0.48664586704642426,0.47812147228931523,,0.24552171480715337,1.0,0.8241976474063456,0.6073205701627336,0.5542277741287819,0.44890946466241366,0.4856646761047258,0.015670104642337708,-0.04914479372315831,-0.08972092943826557,-0.06275368368858812,0.012792072559911197,0.4569549768688402,0.013996083142721239,-0.5616171584710515,0.5212076705701914,-0.19322753422092434,0.2515284433414369,0.15130529961771622,0.23057949970165034,-0.062362074602907616,-0.12085242960869144,0.06880160485401952,0.08474665304248821,-0.10755192390853362,-0.09357103172908572,0.576842105937234,-0.536293192432643,-0.1726257437680356,0.3802610684781388,0.33424455594306995,0.24708462247272578,0.13639969648197506,0.2533240346391802,0.1260159690397394,,0.0890570201757141,0.5647041165760044,0.5764026803696171,0.5711135156742269,0.5907505277057391,-0.03535383447096671,-0.06330603002448311,-0.02282845061032458,-0.0042139789162193185,0.07098457535231122,0.017003501529486605,-0.027550021034658465,-0.039867521616581664,-0.03383959725951646,0.005708888075236312,-0.03404043282751261,0.0038715508810928116
Method of Moments Overall Standard Deviation 3,0.6152885627708672,0.2629402622768045,0.6117642396324924,0.08210284197708093,-0.12075240525197188,0.02240950260944296,-0.12869762380715846,0.14730090674409588,0.037271537587570076,0.05097236382021485,-0.06633703290801284,-0.13985929254531637,0.027463691580313546,-0.10340983277408253,0.05941603975896678,0.0274917088392684,0.12387267250016248,0.04361265635851715,-0.02174036398487049,-0.05985619109907847,-0.0674386388454357,0.10557408452125513,0.039327911796873824,0.04932397177787018,0.006660630409244659,-0.024072311279880354,0.46630745425520104,0.5244904057004446,0.15876127311300312,0.1719914471498311,0.21831850729467522,0.22598293461893404,0.21800263260938393,0.5164950543286644,0.22724690072450263,0.25941741260740786,0.5218806691732054,0.18960135119693372,0.17473278325147523,0.17954914464331867,0.14134264028803928,0.19495347414458963,0.17753164113798037,0.07057296878317258,0.1973576429370693,0.2240641248657803,0.19323124558975555,0.47590022284626043,0.9351522553361364,-0.2312712953583999,-0.0467891880717507,0.33680809104010495,0.443785774823517,0.40079519154632,0.38152152101750764,0.3514054965641887,,0.17802833825457898,0.8241976474063456,1.0,0.8755152652324444,0.8872270172224578,0.18328898686214248,0.19987086718349187,0.036121581176575865,-0.16517817435311555,-0.06642784623337869,-0.05348691154924156,0.06495079208759214,0.216530563735052,-0.06786438395484282,-0.38409020467561383,0.6146789536517586,-0.20364541804606331,0.3656887584081276,0.09913444952492566,0.1511357536195885,-0.15723056153169374,-0.12278275465138516,0.016047286486345506,0.07522320239315723,-0.0804617180937974,-0.1452195726152305,0.30569917802095775,-0.46691462928907507,0.10517355490702206,0.3755421340509849,0.36533758528266885,0.14726265414148415,-0.028630526628423168,0.09027071053006257,0.05407887786461596,,0.01120424905886145,0.4103363491067032,0.5101556174763073,0.6170040946758196,0.6195516224403319,0.035267006998951585,0.023776241365073086,0.0595802087602768,0.09150985998983317,0.08625770616129178,0.07169382399483216,0.010257251436010438,-0.015400872718954493,-0.021709399950345765,-0.000287668315823659,0.019087539154680314,0.03457358683289469
Method of Moments Overall Standard Deviation 4,0.3678997633380167,0.3570374045875118,0.7285579469415443,0.09366541354334777,-0.09843094739946572,0.003770870672285688,-0.03185651560920641,0.19076977199685163,0.05705549271956298,0.09051662170605043,-0.055472012931741116,-0.17218332099257574,-0.008123546431018942,-0.09959231110053937,0.004833920347970669,0.09706059598059938,0.14481407484367007,0.05555891937407358,-0.037285049365498035,-0.01108457422708212,0.02478340110654628,0.05215056902589887,0.002539555970117115,0.07740580811782137,0.06458008786995235,0.03398603919811467,0.301139741917356,0.2897959537308626,0.24907225850585213,0.2491935624099637,0.25170920173233263,0.24707834373201934,0.22106634902436287,0.26105455623180446,0.24712727655712804,0.3017754354727061,0.5643322378174194,0.1465416274436173,0.1548997330780768,0.12165350775128908,0.10313242794171901,0.12336212217032429,0.07830845953423617,0.014859171368198502,0.10228613593968403,0.1403555513176709,0.11665575777001394,0.3860371851018967,0.8331124523910017,-0.16785053514093412,-0.09269497163644977,0.19273949019002504,0.2864569811968485,0.2045615525719929,0.20886598753720848,0.1779102150793673,,0.08649526326465233,0.6073205701627336,0.8755152652324444,1.0,0.9694055036704478,-0.03592645903524075,-0.023734464731373608,0.021223401852765635,-0.2931569313992135,-0.10330058254862544,-0.10684568289570348,0.13687111478830905,-0.02508908988626298,-0.2412944216338514,-0.14153070339449916,0.5165232691474414,-0.19641594945108007,0.3736720521153535,0.01691219288841908,0.06149930894506736,-0.23579167671976387,-0.06231788194223556,-0.018869781979218618,0.011859831882896217,0.03583986852742999,-0.07109213242417489,0.0845827028981456,-0.27989345468386756,0.32371544093952265,0.2655167379545585,0.27032947956435144,-0.009856508427703648,-0.14229991129750041,-0.09185436845293167,-0.04196568903021139,,-0.12788506757782095,0.16997394133413699,0.31142575781637505,0.4805296474993665,0.48402498090179397,0.09067816256242796,0.14260791640557308,0.15463944996262438,0.19289137541682164,0.1420122941704898,0.12392526620843279,0.03642655595510243,-0.014715976359096336,-0.019582014526664762,-0.014910201251795702,0.03456444283869822,0.06114890368872882
Method of Moments Overall Standard Deviation 5,0.3365405070385766,0.3476545754634376,0.7393201132218411,0.08736233640161996,-0.11260083090628617,-0.006048198735913643,-0.080365109437021,0.16878055277061424,0.07952982635023208,0.050809649695729986,-0.006930148432420694,-0.17934727526167496,0.03908360857671358,-0.044418577798904846,-0.0318093603990262,0.12013300809577637,0.2210551086986012,0.0989692015779777,-0.041640863364774766,-0.022609812874845085,-0.009901244469789319,0.07957622418718474,-0.0011384731627533363,0.0634152795667216,0.0684583892021463,0.008506723986138907,0.19942770309356536,0.20784238590279605,0.25196411700359456,0.2341740012017784,0.24828549544243136,0.24055127456404887,0.2305286565057739,0.2020453618775098,0.2196562373232677,0.2937565939692079,0.5571121396798239,0.14342371243164664,0.17624767020510881,0.11015314594423463,0.09635736423418305,0.13404741967280057,0.08412763235684433,0.01527736636079183,0.1059663967531687,0.13133131730056602,0.1154919615446359,0.2699007575897347,0.8473453097743753,-0.13288553751558502,-0.06586400127920353,0.221362408927467,0.2999378707334579,0.22287082852759232,0.2190492575629569,0.16749508317134681,,0.05824028327396748,0.5542277741287819,0.8872270172224578,0.9694055036704478,1.0,-0.09081768270772747,-0.07754217758531627,0.013420953139696105,-0.28875565782202445,-0.10738482421067143,-0.11371644481174241,0.14393759118657626,-0.0691320629340131,-0.23546281540413896,-0.13538596254041674,0.5293534845572822,-0.1607244788195615,0.37178843119352784,0.05039584992637066,0.045878146905387565,-0.22180864868769584,-0.09450583579047589,-0.014222515789540102,0.013816787191056173,0.032464157606725316,-0.08931043133777257,0.011150447377837883,-0.2318764768783612,0.28217392942950087,0.25963387371252267,0.2848253281992962,-0.019755072213225477,-0.16556581838536158,-0.08743194012022146,-0.02460821482730326,,-0.14533891844109792,0.1285762053213242,0.2665305124498568,0.4517192002216125,0.44215937896267543,0.08852310874789739,0.149591818746602,0.17349249448037501,0.1992915175518786,0.1349971716799571,0.11744611624279033,0.02855900593015626,-0.01168328287771244,-0.022212078612292633,-0.011923079562319128,0.02286945757190892,0.04019894979197744
Spectral Centroid Overall Average,0.7919456389586382,-0.2800814248505362,-0.24527506617901107,-0.2483642630171481,0.11500685917155151,0.012252248317953438,0.24389010270082948,-0.05992513521553023,-0.15081983176485161,-0.03302354868855626,-0.10973915500097851,0.06738271672070868,-0.04446818034372446,-0.12287471983868517,-0.013039532211195986,0.046135135924191176,-0.03942630810613653,-0.026717632403758487,0.04411576746457649,0.027526097453623114,-0.012211447040987911,0.01737298559951989,-0.06701075783947083,0.03690218753402913,-0.012199110258803903,0.03691674636742248,0.6613433564905957,0.7316391491725345,-0.14120512652887954,-0.23697769831803575,-0.06153650335972785,-0.027748337100790096,0.037070133757588206,0.7494258208760786,-0.05989149135136386,-0.147355130504138,0.030411909125733026,0.008477723511488011,0.08104259756442371,0.2634388373288407,0.2509815482587404,0.2741845939701599,0.42386610800955465,0.3719576398980214,0.33227476524309624,0.29264119313114006,0.15090291496406127,0.3845924626763324,0.12774503176050464,-0.40171090667504555,-0.0032994818753657867,0.32507230830353945,0.4341914796527924,0.5122067921976863,0.5488992961832663,0.6113862642127439,,0.30589273330104383,0.44890946466241366,0.18328898686214248,-0.03592645903524075,-0.09081768270772747,1.0,0.9694358391809952,0.12250469629050184,0.24985114140122372,0.03178453388159343,0.09745580059376519,-0.08295713889419676,0.9725896295221397,0.42986172074691814,-0.8060845350493252,0.029461295149998613,-0.32533276885702533,0.04442939870975933,0.23246015897802091,0.4432454154449473,0.11653840840261821,-0.051705222724083275,0.05478681739272905,0.10002051380143628,-0.14551777440802,-0.0009180079747163488,0.9376416846325624,-0.5927618101837228,-0.36737865747493653,0.24324847823560283,0.11332183360507016,0.2269665205480734,0.22503348648252625,0.4438434992475446,0.2075702917065021,,0.42644885056555165,0.8643651097159325,0.7150096839453525,0.5582556077866413,0.5806067053718679,-0.4101936400570865,-0.41457312871056873,-0.3653471412607962,-0.3451045047698236,-0.26296226023642716,-0.37638824491408573,-0.28974313516581196,-0.2997368301804375,-0.2219344815739638,-0.21744568982674373,-0.3150657721274711,-0.3264819535970233
