,Spectral Centroid Overall Standard Deviation,Spectral Rolloff Point Overall Standard Deviation,Spectral Flux Overall Standard Deviation,Compactness Overall Standard Deviation,Spectral Variability Overall Standard Deviation,Root Mean Square Overall Standard Deviation,Fraction Of Low Energy Windows Overall Standard Deviation,Zero Crossings Overall Standard Deviation,Strongest Beat Overall Standard Deviation,Beat Sum Overall Standard Deviation,Strength Of Strongest Beat Overall Standard Deviation,Strongest Frequency Via Zero Crossings Overall Standard Deviation,Strongest Frequency Via Spectral Centroid Overall Standard Deviation,Strongest Frequency Via FFT Maximum Overall Standard Deviation,MFCC Overall Standard Deviation 1,MFCC Overall Standard Deviation 2,MFCC Overall Standard Deviation 3,MFCC Overall Standard Deviation 4,MFCC Overall Standard Deviation 5,MFCC Overall Standard Deviation 6,MFCC Overall Standard Deviation 7,MFCC Overall Standard Deviation 8,MFCC Overall Standard Deviation 9,MFCC Overall Standard Deviation 10,MFCC Overall Standard Deviation 11,MFCC Overall Standard Deviation 12,MFCC Overall Standard Deviation 13,LPC Overall Standard Deviation 1,LPC Overall Standard Deviation 2,LPC Overall Standard Deviation 3,LPC Overall Standard Deviation 4,LPC Overall Standard Deviation 5,LPC Overall Standard Deviation 6,LPC Overall Standard Deviation 7,LPC Overall Standard Deviation 8,LPC Overall Standard Deviation 9,LPC Overall Standard Deviation 10,Method of Moments Overall Standard Deviation 1,Method of Moments Overall Standard Deviation 2,Method of Moments Overall Standard Deviation 3,Method of Moments Overall Standard Deviation 4,Method of Moments Overall Standard Deviation 5,Peak Based Spectral Smoothness Overall Standard Deviation,Relative Difference Function Overall Standard Deviation,Area Method of Moments Overall Standard Deviation 1,Area Method of Moments Overall Standard Deviation 2,Area Method of Moments Overall Standard Deviation 3,Area Method of Moments Overall Standard Deviation 4,Area Method of Moments Overall Standard Deviation 5,Area Method of Moments Overall Standard Deviation 6,Area Method of Moments Overall Standard Deviation 7,Area Method of Moments Overall Standard Deviation 8,Area Method of Moments Overall Standard Deviation 9,Area Method of Moments Overall Standard Deviation 10,Spectral Centroid Overall Average,Spectral Rolloff Point Overall Average,Spectral Flux Overall Average,Compactness Overall Average,Spectral Variability Overall Average,Root Mean Square Overall Average,Fraction Of Low Energy Windows Overall Average,Zero Crossings Overall Average,Strongest Beat Overall Average,Beat Sum Overall Average,Strength Of Strongest Beat Overall Average,Strongest Frequency Via Zero Crossings Overall Average,Strongest Frequency Via Spectral Centroid Overall Average,Strongest Frequency Via FFT Maximum Overall Average,MFCC Overall Average 1,MFCC Overall Average 2,MFCC Overall Average 3,MFCC Overall Average 4,MFCC Overall Average 5,MFCC Overall Average 6,MFCC Overall Average 7,MFCC Overall Average 8,MFCC Overall Average 9,MFCC Overall Average 10,MFCC Overall Average 11,MFCC Overall Average 12,MFCC Overall Average 13,LPC Overall Average 1,LPC Overall Average 2,LPC Overall Average 3,LPC Overall Average 4,LPC Overall Average 5,LPC Overall Average 6,LPC Overall Average 7,LPC Overall Average 8,LPC Overall Average 9,LPC Overall Average 10,Method of Moments Overall Average 1,Method of Moments Overall Average 2,Method of Moments Overall Average 3,Method of Moments Overall Average 4,Method of Moments Overall Average 5,Peak Based Spectral Smoothness Overall Average,Relative Difference Function Overall Average,Area Method of Moments Overall Average 1,Area Method of Moments Overall Average 2,Area Method of Moments Overall Average 3,Area Method of Moments Overall Average 4,Area Method of Moments Overall Average 5,Area Method of Moments Overall Average 6,Area Method of Moments Overall Average 7,Area Method of Moments Overall Average 8,Area Method of Moments Overall Average 9,Area Method of Moments Overall Average 10,Chroma feature 0,Chroma feature 1,Chroma feature 2,Chroma feature 3,Chroma feature 4,Chroma feature 5,Chroma feature 6,Chroma feature 7,Chroma feature 8,Chroma feature 9,Chroma feature 10,Chroma feature 11,label
473,8.36,0.06505,0.0002406,205.0,0.001012,0.03817,0.05613,21.5,72.69,6.775,0.0002236,336.0,261.3,385.4,68.11,4.594,2.845,2.383,2.317,2.168,2.485,2.916,3.813,3.552,3.015,2.636,2.543,0.07498,0.1892,0.2359,0.2322,0.1532,0.1405,0.1297,0.1396,0.1418,0.0,0.07261,10.9,848.4,74250.0,13500000.0,31.29,1.259,0.618,602.3,4638.0,10960000000.0,99300000000.0,880600000000.0,2.99e+17,888500000000.0,7871000000000.0,2.508e+20,18.78,0.1113,0.0001819,1699.0,0.001669,0.06477,0.559,46.7,166.3,111.1,0.009124,729.7,586.7,495.1,-132.9,10.48,0.003694,-0.5428,-1.051,-0.1641,-2.098,-1.136,-0.2928,0.8607,0.4739,0.2024,-1.878,-0.943,0.6905,-0.264,0.1695,0.01977,0.01563,-0.007181,0.03245,0.02262,0.0,0.1384,34.66,1648.0,149300.0,24490000.0,57.39,-5.119,1.395,9096000.0,94930000.0,-82730000000000.0,-863400000000000.0,-9012000000000000.0,1.505e+21,7773000000000000.0,8.113e+16,1.711e+24,0.4365031,0.37664914,0.2913782,0.27005213,0.38234302,0.5066281,0.4041573,0.4026804,0.42180413,0.4780102,0.45544726,0.46841446,joyful_activation
474,8.869,0.0806,0.0001948,201.9,0.0007414,0.02803,0.04493,23.74,7.976e-13,11.84,0.0003697,370.9,277.2,386.9,50.84,4.381,2.683,2.923,2.623,2.425,2.456,2.637,2.688,3.095,2.836,2.668,2.525,0.07205,0.1883,0.2268,0.1905,0.1641,0.1469,0.1209,0.1273,0.1367,0.0,0.06309,12.07,876.9,65850.0,12540000.0,33.94,1.198,0.5246,603.6,4827.0,10980000000.0,101200000000.0,916700000000.0,2.997e+17,908300000000.0,8225000000000.0,2.611e+20,19.12,0.1226,0.0002035,1668.0,0.001488,0.05846,0.5513,48.9,220.6,82.51,0.00968,764.1,597.5,422.1,-129.4,8.219,-0.3002,-1.148,-1.717,-0.2255,-2.198,-1.779,-1.682,0.08034,-0.6809,-0.6441,-1.119,-0.9385,0.6599,-0.307,0.1529,0.04583,0.002626,0.003013,0.07084,0.03343,0.0,0.136,37.61,1818.0,156100.0,26060000.0,61.84,-5.052,1.369,9098000.0,94950000.0,-82770000000000.0,-863800000000000.0,-9015000000000000.0,1.506e+21,7776000000000000.0,8.115e+16,1.712e+24,0.51891387,0.45486304,0.4202312,0.3826375,0.44592085,0.48409572,0.36503783,0.3560962,0.39234105,0.5421333,0.5334905,0.5108137,joyful_activation
475,9.508,0.06623,0.0001608,192.1,0.000656,0.02428,0.04497,19.11,26.51,5.375,0.0002084,298.6,297.1,447.1,52.66,4.492,3.523,2.349,2.665,2.322,3.022,2.649,3.811,3.108,3.803,2.984,3.234,0.07081,0.1214,0.2097,0.2128,0.1627,0.1312,0.1239,0.1216,0.132,0.0,0.04752,8.574,467.5,43310.0,7821000.0,27.95,1.163,0.3524,602.5,4781.0,10960000000.0,100700000000.0,908100000000.0,2.993e+17,905800000000.0,8167000000000.0,2.587e+20,21.22,0.1269,0.0001737,1672.0,0.00147,0.0575,0.5611,50.2,206.6,85.95,0.009081,784.4,663.2,574.2,-130.4,7.521,-1.536,-0.8033,-1.137,-0.09391,-1.493,-0.645,-0.8912,0.9732,0.615,-0.05799,-1.274,-0.9381,0.7474,-0.3524,0.1997,0.04198,-0.05191,-0.038,0.0484,0.08223,0.0,0.1283,36.1,1473.0,125800.0,20190000.0,60.37,-5.091,1.296,9100000.0,94960000.0,-82810000000000.0,-864200000000000.0,-9018000000000000.0,1.507e+21,7779000000000000.0,8.118e+16,1.713e+24,0.49714997,0.3711637,0.33833712,0.30618453,0.3914175,0.47662404,0.46212357,0.49533728,0.35823664,0.33422378,0.30833977,0.4222291,joyful_activation
476,12.82,0.1281,7.684e-05,212.5,0.0004995,0.01918,0.05396,29.53,12.24,14.17,0.0001819,461.4,400.7,621.2,81.09,4.082,3.866,2.733,2.749,3.747,3.356,3.396,3.344,3.315,3.118,3.446,2.437,0.1241,0.2056,0.1594,0.1659,0.1634,0.1596,0.1589,0.1607,0.13,0.0,0.04458,12.55,811.6,49020.0,9131000.0,35.22,5.198,0.3989,599.3,7613.0,10910000000.0,126200000000.0,1446000000000.0,2.979e+17,1132000000000.0,12980000000000.0,4.121e+20,31.03,0.1845,6.756e-05,1784.0,0.001056,0.04147,0.5252,68.2,204.8,47.69,0.009419,1066.0,969.6,712.3,-151.2,-3.637,-7.192,-8.335,-6.138,1.091,2.575,3.44,-0.4196,-0.8271,0.6449,-0.6451,-0.8031,-0.8751,0.5408,-0.2668,0.2743,0.05498,0.1991,0.1486,0.1533,0.1302,0.0,0.09094,55.8,2710.0,207200.0,35320000.0,52.89,-5.768,0.9171,9102000.0,94990000.0,-82840000000000.0,-864500000000000.0,-9022000000000000.0,1.508e+21,7783000000000000.0,8.122e+16,1.714e+24,0.41104636,0.4135721,0.43854156,0.36799297,0.34623605,0.29944143,0.20379074,0.20430219,0.2137668,0.30480102,0.22349964,0.2831449,calmness
477,7.386,0.06696,7.005e-05,198.3,0.0005634,0.02127,0.03167,18.67,5.33,5.157,0.0001969,291.7,230.8,250.8,50.41,3.289,2.138,2.278,2.371,2.42,2.747,3.024,2.563,2.215,1.919,3.245,2.338,0.06081,0.1279,0.1726,0.1509,0.1338,0.1298,0.1263,0.132,0.1073,0.0,0.04221,9.365,612.3,43270.0,8046000.0,32.05,1.199,0.3419,602.1,5372.0,10960000000.0,106100000000.0,1021000000000.0,2.994e+17,954000000000.0,9177000000000.0,2.909e+20,19.53,0.1093,8.816e-05,1750.0,0.00142,0.05577,0.5195,48.29,219.3,91.88,0.009285,754.5,610.2,449.5,-127.6,7.878,-0.9929,-0.1633,-3.043,-2.049,-1.88,0.2548,-0.3727,-0.6641,0.6614,-1.872,-0.6902,-0.9427,0.6542,-0.2808,0.1961,0.02313,0.1057,0.06352,0.08486,0.0231,0.0,0.1288,40.0,1957.0,175900.0,28770000.0,64.32,-5.517,1.292,9104000.0,95010000.0,-82880000000000.0,-864900000000000.0,-9027000000000000.0,1.509e+21,7786000000000000.0,8.126e+16,1.715e+24,0.59130466,0.48776037,0.5325146,0.5219936,0.5665475,0.55825,0.44069847,0.3426816,0.34295362,0.42572257,0.47158998,0.5481837,calmness
478,10.05,0.08528,7.616e-05,199.8,0.0005538,0.02136,0.06555,23.97,1.434,4.921,0.0001255,374.6,314.0,474.0,49.72,3.225,2.291,2.1,2.292,2.672,2.534,2.661,2.776,3.103,3.316,3.467,2.301,0.07692,0.1385,0.1539,0.1608,0.1523,0.1347,0.1369,0.1333,0.1397,0.0,0.05257,9.512,570.4,38090.0,7360000.0,37.73,1.396,0.4527,602.4,6394.0,10970000000.0,115500000000.0,1215000000000.0,2.997e+17,1039000000000.0,10930000000000.0,3.465e+20,26.49,0.164,0.0001133,1812.0,0.001579,0.06301,0.5475,65.05,220.4,97.85,0.009462,1016.0,827.9,601.4,-122.5,5.153,-1.742,-1.25,-2.456,-1.096,-2.056,-0.1102,-1.643,-0.9523,-0.4309,-1.506,-0.8764,-0.9023,0.5695,-0.2807,0.2259,-0.02307,0.09301,0.03995,0.09441,-0.004378,0.0,0.161,48.15,2407.0,201500.0,33540000.0,84.16,-5.683,1.615,9106000.0,95030000.0,-82920000000000.0,-865300000000000.0,-9030000000000000.0,1.51e+21,7790000000000000.0,8.129e+16,1.716e+24,0.34606564,0.45892957,0.56398904,0.41709352,0.38384965,0.4250388,0.36883757,0.36471164,0.36900094,0.45932537,0.3577578,0.32678235,calmness
479,11.35,0.1018,0.0001227,202.7,0.0005604,0.02095,0.05675,28.77,11.5,17.58,0.0001816,449.5,354.8,521.4,49.96,3.5,2.464,2.551,2.145,2.407,2.475,2.137,2.721,2.982,2.048,2.121,2.257,0.08463,0.1697,0.1874,0.1793,0.1788,0.1668,0.1397,0.1294,0.1302,0.0,0.05127,10.57,635.7,45970.0,8510000.0,34.51,1.176,0.4416,603.3,5906.0,10990000000.0,111100000000.0,1123000000000.0,3.003e+17,1002000000000.0,10120000000000.0,3.202e+20,23.1,0.141,0.0001389,1780.0,0.001644,0.06525,0.53,59.44,200.4,114.3,0.009414,928.8,721.9,520.9,-123.6,7.977,0.1656,-0.7271,-2.796,-1.166,-1.454,-1.68,-1.661,1.221,1.878,-0.363,-0.4708,-0.9136,0.5276,-0.3167,0.2339,-0.006946,0.1308,0.0604,0.05633,0.05746,0.0,0.1564,43.98,2322.0,201300.0,33520000.0,67.69,-5.468,1.574,9108000.0,95050000.0,-82960000000000.0,-865700000000000.0,-9034000000000000.0,1.511e+21,7793000000000000.0,8.133e+16,1.717e+24,0.33037254,0.35917008,0.4073459,0.46866497,0.58744836,0.63296825,0.56163013,0.51412284,0.4912011,0.47031263,0.33595714,0.32651886,calmness
480,2.332,0.02083,0.0003624,200.9,0.001103,0.03982,0.05217,3.995,1.843,20.03,0.0003097,62.42,72.86,94.72,81.2,3.437,2.381,2.2,2.085,2.036,1.89,2.143,1.878,1.424,1.665,1.931,1.716,0.07889,0.1,0.2196,0.1625,0.1118,0.07736,0.0579,0.0623,0.06188,0.0,0.04418,4.123,315.9,26890.0,5184000.0,20.83,5.221,0.3315,601.9,2552.0,10970000000.0,80470000000.0,485300000000.0,2.997e+17,724200000000.0,4366000000000.0,1.384e+20,15.06,0.06917,0.0002288,1666.0,0.003044,0.1149,0.5261,31.63,220.3,311.8,0.009458,494.2,470.8,491.0,-141.4,23.18,-3.983,-5.08,-2.425,-1.917,-0.9328,1.335,0.977,-1.49,-2.516,-2.708,-2.609,-0.9726,0.8935,0.2702,0.08481,0.01619,-0.004314,0.008327,0.03315,0.04072,0.0,0.1707,19.23,473.7,58670.0,10260000.0,29.04,-5.213,1.717,9110000.0,95060000.0,-83000000000000.0,-866100000000000.0,-9037000000000000.0,1.512e+21,7796000000000000.0,8.136e+16,1.718e+24,0.78936005,0.45977008,0.29813755,0.21423751,0.14900264,0.120431714,0.12217686,0.13632089,0.20700982,0.34126732,0.5636365,0.70082265,calmness
481,2.732,0.02045,0.0004178,202.5,0.001047,0.03838,0.08733,6.228,7.976e-13,17.57,0.0002472,97.31,85.39,139.1,48.91,3.813,3.235,2.522,2.164,2.084,2.395,2.451,2.507,2.198,2.353,2.32,2.077,0.0456,0.09273,0.2794,0.1629,0.1037,0.07256,0.08118,0.08688,0.0798,0.0,0.05162,3.958,373.3,45970.0,8266000.0,20.84,1.218,0.4403,602.0,2783.0,10970000000.0,82590000000.0,529200000000.0,2.999e+17,743200000000.0,4761000000000.0,1.509e+20,14.65,0.07607,0.0002878,1684.0,0.002546,0.0979,0.5591,31.25,220.6,274.0,0.009412,488.3,457.7,448.6,-134.8,21.85,-4.79,-5.211,-1.95,-2.045,-2.248,-0.5442,-0.1015,-1.383,-1.433,-0.1392,-1.305,-0.9768,0.8872,0.09418,-0.03311,-0.0504,-0.03755,0.01003,0.05735,0.06837,0.0,0.1668,20.73,573.8,68230.0,11680000.0,35.65,-5.064,1.668,9112000.0,95070000.0,-83030000000000.0,-866300000000000.0,-9039000000000000.0,1.513e+21,7799000000000000.0,8.137e+16,1.719e+24,0.34621936,0.39590195,0.49179778,0.463541,0.3947402,0.36952397,0.39044115,0.48955655,0.49988356,0.5278831,0.47375658,0.40335122,calmness
482,2.222,0.01056,0.0003148,198.8,0.001097,0.03963,0.0671,4.949,7.976e-13,29.09,0.0003498,77.33,69.44,111.4,49.12,3.524,3.253,2.356,2.007,2.265,1.964,1.721,1.634,1.588,1.67,1.952,1.657,0.04729,0.1083,0.2164,0.1556,0.1008,0.07038,0.05758,0.05744,0.05834,0.0,0.05584,4.004,419.0,48280.0,8884000.0,17.85,1.147,0.4917,602.4,2514.0,10980000000.0,80190000000.0,478100000000.0,3.003e+17,722000000000.0,4305000000000.0,1.364e+20,14.29,0.06882,0.0002754,1658.0,0.002804,0.1066,0.538,30.24,220.6,315.0,0.009632,472.5,446.6,471.2,-134.4,23.93,-3.714,-4.833,-3.469,-1.255,-0.3199,0.2341,0.6604,-0.9769,-1.052,-0.5414,-1.362,-0.9781,0.88,0.2272,0.04757,-0.00317,-0.01797,-0.008558,0.006234,0.01027,0.0,0.1777,19.24,510.6,63050.0,10970000.0,31.84,-5.068,1.785,9114000.0,95080000.0,-83070000000000.0,-866600000000000.0,-9041000000000000.0,1.514e+21,7801000000000000.0,8.139e+16,1.719e+24,0.4249363,0.5306169,0.43129823,0.36018878,0.37655857,0.37963834,0.41489097,0.46299395,0.49902755,0.49717656,0.4754071,0.4164871,calmness
483,1.938,0.01063,0.000396,192.8,0.0009272,0.03304,0.04363,3.678,17.82,21.0,0.0001445,57.46,60.58,85.53,48.77,3.559,2.575,2.119,1.906,2.043,1.63,1.883,1.765,1.474,1.878,1.845,1.621,0.04763,0.104,0.22,0.1436,0.1004,0.0733,0.05946,0.05955,0.05911,0.0,0.04075,4.344,413.3,42690.0,7688000.0,19.14,1.312,0.2786,601.9,2656.0,10970000000.0,81440000000.0,505100000000.0,3.001e+17,732900000000.0,4545000000000.0,1.441e+20,15.0,0.06971,0.0003567,1663.0,0.002983,0.1143,0.5609,31.61,213.8,352.1,0.009027,493.8,468.7,497.9,-131.4,22.42,-4.337,-4.788,-1.863,-1.962,-1.406,1.269,1.083,-1.437,-1.801,-2.278,-2.578,-0.9764,0.8844,0.2133,0.05201,-0.002149,-0.01845,0.001999,0.03526,0.04963,0.0,0.1896,20.34,547.1,65260.0,11190000.0,32.96,-4.873,1.909,9116000.0,95090000.0,-83110000000000.0,-866900000000000.0,-9042000000000000.0,1.515e+21,7804000000000000.0,8.14e+16,1.72e+24,0.6969562,0.4741889,0.3697758,0.31969348,0.2239412,0.18854421,0.17218983,0.18062526,0.27846476,0.44994706,0.6041196,0.67780393,calmness
484,12.72,0.09229,0.0002167,202.1,0.000728,0.0275,0.03696,27.68,20.07,10.82,0.0001696,432.5,397.4,486.6,82.47,5.774,3.765,2.413,2.057,2.339,2.505,2.152,2.895,2.312,2.39,1.469,1.691,0.1092,0.1754,0.1616,0.1874,0.1407,0.1126,0.1217,0.1032,0.09842,0.0,0.06494,13.49,754.7,48230.0,9193000.0,39.54,5.198,0.5281,601.7,5376.0,10970000000.0,106200000000.0,1023000000000.0,3.002e+17,954100000000.0,9185000000000.0,2.917e+20,20.83,0.1479,0.0002253,1663.0,0.00163,0.06481,0.5792,53.82,216.0,109.9,0.009326,840.9,651.1,417.1,-129.4,3.432,-3.593,-0.01642,0.04698,0.9454,-0.3221,0.5473,-2.265,-1.277,0.7335,0.3594,-0.8205,-0.92,0.7023,-0.4036,0.1519,-0.06824,-0.0475,-0.004693,-0.03689,-0.03673,0.0,0.1591,39.04,1668.0,122200.0,20150000.0,75.46,-5.418,1.594,9119000.0,95110000.0,-83150000000000.0,-867200000000000.0,-9045000000000000.0,1.516e+21,7807000000000000.0,8.143e+16,1.72e+24,0.22422588,0.44387835,0.7292805,0.55483335,0.43013543,0.37850127,0.5106471,0.42954728,0.33509672,0.4187949,0.30503207,0.21490583,joyful_activation
485,9.7,0.07784,0.0002988,191.8,0.0009723,0.03785,0.0502,22.63,7.976e-13,53.7,0.0004005,353.6,303.1,514.2,53.98,4.341,2.557,2.07,2.073,2.117,1.976,2.17,2.24,2.334,2.609,1.574,1.82,0.07058,0.1314,0.1578,0.1685,0.1528,0.1262,0.1333,0.1193,0.1043,0.0,0.1002,10.8,633.4,44730.0,8435000.0,38.78,1.274,0.9134,605.4,6071.0,11040000000.0,112900000000.0,1155000000000.0,3.022e+17,1018000000000.0,10410000000000.0,3.296e+20,26.66,0.1663,0.0003969,1689.0,0.002115,0.08592,0.5376,65.61,220.6,227.3,0.009653,1025.0,833.3,680.8,-116.6,3.832,-2.716,-2.422,-1.369,0.9154,0.5837,1.178,-1.153,-1.014,1.504,0.7258,-0.5196,-0.9028,0.6661,-0.3694,0.2751,-0.0503,0.07975,0.06163,0.002875,-0.01551,0.0,0.2381,44.97,2021.0,152400.0,24960000.0,88.15,-5.128,2.383,9121000.0,95130000.0,-83190000000000.0,-867600000000000.0,-9049000000000000.0,1.517e+21,7810000000000000.0,8.146e+16,1.722e+24,0.29564148,0.43187016,0.47366363,0.36925003,0.5252891,0.4031925,0.43765688,0.4276672,0.33866253,0.35966614,0.28071383,0.31510603,joyful_activation
486,10.3,0.0842,0.0004788,190.2,0.0009164,0.03475,0.0317,24.34,20.74,11.1,0.0002304,380.3,322.0,419.0,51.01,5.878,2.942,2.231,3.303,2.333,2.842,2.124,2.543,2.338,2.465,1.98,1.789,0.07746,0.1458,0.181,0.1868,0.1779,0.1433,0.1446,0.1269,0.1089,0.0,0.08196,12.52,709.8,52900.0,10130000.0,39.38,1.211,0.7026,604.3,5989.0,11030000000.0,112100000000.0,1140000000000.0,3.017e+17,1010000000000.0,10270000000000.0,3.253e+20,25.71,0.1556,0.0004288,1670.0,0.00193,0.07746,0.5787,61.64,215.6,154.8,0.009223,963.2,803.3,667.7,-119.3,3.442,-3.264,-3.58,-2.294,0.1276,0.5977,1.259,-0.7136,-0.9006,-0.2805,1.154,-0.3135,-0.9124,0.7081,-0.3585,0.2765,0.006627,0.009775,0.08062,0.04109,0.02954,0.0,0.2003,43.45,1831.0,137700.0,22710000.0,84.33,-4.868,2.02,9123000.0,95150000.0,-83220000000000.0,-868000000000000.0,-9053000000000000.0,1.518e+21,7814000000000000.0,8.149e+16,1.723e+24,0.26311257,0.5574937,0.5509326,0.43995786,0.44974568,0.3283177,0.3151019,0.29637784,0.3377047,0.41400468,0.25754142,0.19928616,joyful_activation
487,7.216,0.04695,0.0004175,193.8,0.0009235,0.03681,0.08419,17.05,7.976e-13,47.87,0.00046,266.4,225.5,348.6,70.88,4.474,3.127,2.702,4.072,2.219,2.601,1.805,2.077,1.922,1.868,1.975,1.875,0.06797,0.1189,0.2586,0.1976,0.1667,0.1617,0.121,0.1038,0.08999,0.0,0.1053,8.925,581.2,67150.0,12770000.0,34.96,1.309,0.9876,599.0,4577.0,10930000000.0,98700000000.0,871100000000.0,2.993e+17,884900000000.0,7804000000000.0,2.487e+20,19.25,0.1096,0.000352,1653.0,0.001695,0.0672,0.5434,46.02,220.6,117.6,0.01,719.1,601.5,554.3,-130.1,7.627,-3.322,-3.576,-2.131,-1.412,-0.9916,1.124,0.5663,0.5503,-0.5963,0.8115,0.5396,-0.9476,0.7686,-0.2201,0.2185,0.05365,-0.0464,0.02874,0.01854,0.003748,0.0,0.1692,34.18,1436.0,130900.0,21370000.0,64.85,-5.223,1.699,9125000.0,95160000.0,-83260000000000.0,-868300000000000.0,-9056000000000000.0,1.519e+21,7817000000000000.0,8.152e+16,1.724e+24,0.35337782,0.5539602,0.5815572,0.49968207,0.5104703,0.43216962,0.3604427,0.33274165,0.364003,0.43412557,0.38686216,0.3953382,joyful_activation
488,9.716,0.1077,0.0005755,216.9,0.001431,0.05337,0.06432,24.34,65.24,19.53,0.0003396,380.3,303.6,172.9,81.26,8.451,5.278,4.577,3.398,3.123,2.78,3.115,3.405,4.151,4.128,3.979,4.154,0.1081,0.3758,0.2551,0.1993,0.1802,0.1569,0.1157,0.1041,0.1037,0.0,0.06922,21.32,1840.0,144300.0,28600000.0,31.7,5.315,0.5674,605.4,4710.0,11050000000.0,100600000000.0,896600000000.0,3.026e+17,908300000000.0,8102000000000.0,2.56e+20,16.99,0.09332,0.0002601,1640.0,0.001963,0.07449,0.5555,37.22,166.3,179.3,0.008976,581.6,530.8,417.7,-159.5,14.59,0.95,-2.974,-1.191,-2.401,-2.039,-0.4294,1.674,4.503,1.719,-1.344,-3.422,-0.9472,0.6672,0.1983,0.03011,0.07628,0.05763,0.001628,0.0656,0.07019,0.0,0.1018,34.87,2151.0,231400.0,46340000.0,24.53,-5.603,1.031,9127000.0,95180000.0,-83300000000000.0,-868700000000000.0,-9059000000000000.0,1.521e+21,7820000000000000.0,8.155e+16,1.724e+24,0.2210437,0.17606044,0.17587031,0.20184378,0.27597943,0.35604012,0.43292066,0.52290684,0.5384449,0.55792046,0.5001505,0.34336525,nostalgia
489,23.81,0.1824,0.0005233,207.5,0.001441,0.05361,0.07117,48.79,53.74,36.93,0.0003934,762.4,744.2,742.6,67.79,7.178,6.796,4.668,4.233,4.241,3.397,3.138,4.062,4.436,4.609,4.556,4.396,0.2247,0.4505,0.3066,0.2046,0.1758,0.1727,0.1387,0.1247,0.1108,0.0,0.0749,27.88,1979.0,182000.0,27670000.0,51.42,1.662,0.6388,607.8,6021.0,11100000000.0,112800000000.0,1146000000000.0,3.039e+17,1023000000000.0,10400000000000.0,3.274e+20,22.83,0.1369,0.000252,1623.0,0.001821,0.0693,0.5178,49.75,148.7,138.5,0.009589,777.3,713.5,527.0,-158.1,8.032,-1.216,-4.012,-3.306,-3.569,-3.564,-1.767,-0.6985,2.81,0.4036,-1.381,-1.961,-0.9026,0.5686,0.1457,-0.002082,0.09441,0.0968,0.01749,0.06811,0.05003,0.0,0.1018,45.39,2914.0,273900.0,60080000.0,29.72,-5.53,1.021,9129000.0,95200000.0,-83340000000000.0,-869100000000000.0,-9063000000000000.0,1.522e+21,7823000000000000.0,8.158e+16,1.725e+24,0.258353,0.2245259,0.25449815,0.27611473,0.34056437,0.3879645,0.39352733,0.41489148,0.4336579,0.45514175,0.45433408,0.32660064,nostalgia
490,12.33,0.09045,0.00149,213.2,0.001974,0.07313,0.08972,25.81,47.16,67.19,0.0002549,403.3,385.4,380.5,50.07,8.937,7.289,4.815,4.172,2.809,4.297,5.072,4.342,5.306,5.61,5.035,4.423,0.1034,0.3024,0.2538,0.2153,0.2095,0.1764,0.1392,0.1322,0.1186,0.0,0.09234,17.71,1487.0,124200.0,22950000.0,29.62,1.471,0.7835,604.6,4861.0,11040000000.0,101900000000.0,925700000000.0,3.025e+17,919500000000.0,8355000000000.0,2.644e+20,20.91,0.1094,0.0007089,1654.0,0.003122,0.1183,0.4583,43.43,188.9,430.8,0.00916,678.5,653.4,569.1,-146.1,8.292,-5.095,-5.143,-1.511,-2.378,-1.36,2.087,1.775,2.437,-1.925,-2.338,-1.361,-0.9448,0.7604,0.0857,-0.07319,0.04955,0.02261,0.002218,0.09735,0.1035,0.0,0.1609,37.47,2005.0,228700.0,44300000.0,17.96,-4.952,1.597,9131000.0,95220000.0,-83380000000000.0,-869400000000000.0,-9066000000000000.0,1.523e+21,7827000000000000.0,8.162e+16,1.726e+24,0.40745777,0.3355069,0.24900411,0.25047544,0.20838499,0.1867585,0.22743882,0.2768666,0.30452764,0.35178813,0.36236623,0.32615986,nostalgia
491,9.076,0.09273,0.001734,201.1,0.001828,0.06722,0.08374,21.37,49.17,75.11,0.0003034,333.9,283.6,200.7,50.06,7.778,7.274,4.432,3.48,3.679,4.934,5.357,5.624,4.51,5.385,4.803,3.509,0.07327,0.2752,0.2741,0.1875,0.1783,0.1593,0.1188,0.1256,0.1111,0.0,0.08538,16.0,1377.0,132000.0,25620000.0,27.75,1.538,0.7002,606.2,4800.0,11070000000.0,101500000000.0,914200000000.0,3.034e+17,916900000000.0,8260000000000.0,2.612e+20,18.52,0.09862,0.0006295,1655.0,0.002605,0.09874,0.4833,38.83,195.9,257.4,0.009331,606.8,578.8,485.8,-148.8,9.127,-2.814,-4.334,-1.531,-1.65,-1.365,0.4119,-0.8546,-0.2975,-2.724,-0.258,1.215,-0.9553,0.7371,0.1837,-0.05799,0.09412,0.05924,-0.002021,0.09705,0.08825,0.0,0.1355,36.36,2178.0,272000.0,52430000.0,17.62,-5.177,1.354,9133000.0,95230000.0,-83410000000000.0,-869800000000000.0,-9069000000000000.0,1.524e+21,7830000000000000.0,8.165e+16,1.727e+24,0.42745745,0.3921934,0.35754564,0.3555516,0.34659126,0.3648719,0.32715312,0.27407956,0.22486235,0.20543122,0.23430029,0.29303923,nostalgia
